Source,Target,Weight
people,beijing,7
people,china,121
people,tour,1
people,like,3
people,city,27
people,picture,1
people,car,2
people,enjoy,5
people,visit,2
people,fall,2
people,volunteer,3
people,begin,3
people,ancient,6
people,town,2
people,history,1
people,year,18
people,well,4
people,preserve,4
people,join,2
people,explore,5
people,get,9
people,know,2
people,traditional,8
people,culture,5
people,soldier,2
people,recently,1
people,border,4
people,area,2
people,return,6
people,morning,3
people,accord,10
people,news,2
people,vaccine,13
people,clinical,8
people,nearly,4
people,effect,5
people,four,12
people,kill,16
people,one,15
people,injure,10
people,coal,4
people,north,6
people,province,29
people,report,19
people,send,4
people,hospital,4
people,company,4
people,operation,2
people,suspend,1
people,self,2
people,develop,2
people,enter,1
people,trial,6
people,severe,2
people,deputy,1
people,director,1
people,ministry,6
people,science,1
people,technology,2
people,say,42
people,press,2
people,conference,3
people,least,9
people,house,9
people,county,11
people,southwest,10
people,sichuan,2
people,local,18
people,authority,14
people,protection,2
people,stand,2
people,committee,1
people,national,9
people,urge,4
people,stop,3
people,exchange,6
people,program,5
people,regular,2
people,two,11
people,country,21
people,foreign,6
people,new,8
people,asymptomatic,6
people,case,25
people,guangdong,7
people,official,10
people,relate,2
people,recent,2
people,related,2
people,contact,5
people,old,3
people,man,2
people,quarantine,1
people,agree,2
people,create,4
people,fast,2
people,track,6
people,good,6
people,covid,34
people,firmly,1
people,oppose,1
people,call,5
people,decision,8
people,rural,3
people,improve,4
people,since,8
people,east,12
people,qingdao,9
people,test,23
people,negative,7
people,transmission,2
people,last,2
people,weekend,2
people,health,18
people,field,3
people,generation,2
people,ethnic,5
people,live,11
people,yunnan,7
people,among,10
people,early,4
people,farmer,1
people,build,2
people,population,1
people,virtual,2
people,home,4
people,model,1
people,care,1
people,make,5
people,full,3
people,use,2
people,social,2
people,become,5
people,celebrate,13
people,day,15
people,feel,4
people,way,5
people,long,7
people,holiday,9
people,video,6
people,past,3
people,many,11
people,come,3
people,back,4
people,work,9
people,republic,13
people,million,20
people,find,14
people,half,1
people,owner,3
people,value,1
people,affect,1
people,billion,1
people,seven,1
people,die,13
people,construction,3
people,site,2
people,south,12
people,woman,4
people,group,11
people,keep,3
people,custom,1
people,add,1
people,great,4
people,major,4
people,affair,1
people,square,3
people,high,12
people,look,6
people,world,19
people,risk,9
people,experience,5
people,release,3
people,british,2
people,organization,7
people,less,2
people,autonomous,6
people,prefecture,3
people,mean,3
people,white,8
people,around,3
people,lake,1
people,life,19
people,nature,3
people,arrive,2
people,mountain,3
people,vehicle,2
people,public,3
people,security,5
people,team,2
people,president,11
people,government,6
people,message,2
people,founding,10
people,anniversary,12
people,best,1
people,wish,1
people,mid,3
people,autumn,3
people,festival,5
people,desert,3
people,xinjiang,17
people,large,4
people,center,3
people,help,6
people,mark,7
people,flag,4
people,raise,4
people,fire,5
people,break,2
people,scenic,2
people,spot,2
people,uygur,3
people,performance,1
people,bring,7
people,young,7
people,take,11
people,space,2
people,first,5
people,mar,1
people,mission,2
people,successfully,4
people,launch,1
people,deep,2
people,six,6
people,medium,7
people,cite,2
people,ceremony,7
people,hold,9
people,capital,2
people,hong,3
people,meter,1
people,hero,2
people,put,3
people,support,11
people,five,2
people,plant,1
people,central,3
people,hubei,1
people,coronavirus,16
people,still,7
people,due,4
people,level,2
people,carbon,2
people,treatment,1
people,leave,4
people,medical,2
people,staff,3
people,three,3
people,close,8
people,result,5
people,sample,4
people,turn,3
people,positive,14
people,measure,3
people,battle,7
people,common,2
people,contribution,1
people,focus,1
people,fight,6
people,virus,2
people,state,4
people,councilor,1
people,minister,2
people,wang,2
people,carry,3
people,water,6
people,near,4
people,total,4
people,share,2
people,couple,1
people,part,1
people,scenery,1
people,story,4
people,river,5
people,today,3
people,figure,4
people,per,7
people,late,3
people,infect,5
people,may,7
people,trump,3
people,air,4
people,travel,3
people,amid,5
people,pandemic,11
people,international,3
people,face,3
people,mask,2
people,number,6
people,rise,2
people,end,2
people,climate,1
people,change,3
people,benefit,3
people,claim,5
people,file,3
people,united,3
people,contain,4
people,include,5
people,cause,6
people,receive,8
people,chief,3
people,follow,5
people,cluster,1
people,infection,4
people,korea,2
people,port,4
people,brazil,4
people,death,5
people,second,4
people,warn,3
people,stay,2
people,much,2
people,try,2
people,wave,2
people,top,4
people,condition,2
people,announce,1
people,set,1
people,outside,1
people,family,1
people,attend,1
people,hope,1
people,increase,3
people,form,1
people,restriction,2
people,india,2
people,confirmed,2
people,thousand,1
people,worker,3
people,post,1
people,african,1
people,candidate,2
people,side,3
people,time,3
people,across,3
people,despite,1
people,protect,2
people,challenge,3
people,save,2
people,america,1
people,offer,1
people,free,1
people,photo,2
people,disease,2
people,expert,4
people,give,1
people,register,1
people,hour,1
people,campaign,2
people,contract,1
people,drive,2
people,place,4
people,light,1
people,economic,2
people,crisis,1
people,could,1
people,extreme,1
people,poverty,14
people,global,5
people,effort,4
people,bank,1
people,control,3
people,prevention,2
people,york,1
people,see,3
people,daily,1
people,happen,1
people,moon,1
people,sky,1
people,shanghai,2
people,future,1
people,complete,1
people,village,6
people,click,1
people,watch,2
people,draw,1
people,income,2
people,alleviation,1
people,xinhua,2
people,headline,1
people,reduction,2
people,success,2
people,shenzhen,2
people,strengthen,4
people,reform,2
people,open,4
people,democratic,1
people,witness,1
people,war,2
people,ago,2
people,journalist,1
people,decade,4
people,lift,3
people,also,5
people,recovery,1
people,normal,1
people,big,1
people,play,1
people,zhejiang,1
people,beautiful,1
people,environment,4
people,green,1
people,development,3
people,region,5
people,different,4
people,learn,2
people,modern,4
people,tibet,3
people,donate,2
people,hit,2
people,africa,3
people,donation,2
people,need,3
people,spring,2
people,council,2
people,cultural,2
people,envoy,1
people,reject,2
people,accusation,2
people,human,1
people,toll,2
people,golden,2
people,week,3
people,let,2
people,check,1
people,opportunity,1
people,especially,2
people,student,3
people,theater,1
people,energy,1
people,yang,1
people,various,3
people,run,3
people,confirm,2
people,road,2
people,another,2
people,speed,1
people,railway,1
people,important,1
people,eight,2
people,tourist,1
people,attraction,1
people,community,3
people,jinping,7
people,hard,2
people,leader,2
people,ready,1
people,aerial,2
people,view,2
people,harvest,2
people,grand,1
people,overseas,1
people,present,1
people,platform,1
people,university,1
people,school,1
people,activity,1
people,role,1
people,diplomat,2
people,debate,1
people,issue,2
people,boom,1
people,tourism,1
people,yellow,1
people,villager,1
people,anti,1
people,event,1
people,bilateral,1
people,tie,1
people,goal,1
people,host,1
people,upcoming,1
people,food,3
people,progress,1
people,achieve,2
people,policy,1
people,promote,3
people,reduce,2
people,grow,2
people,order,1
people,job,1
people,hundred,1
people,record,1
people,cold,2
people,chain,2
people,product,2
people,acid,2
people,rule,1
people,ensure,2
people,peace,1
people,expand,1
people,essential,1
people,japan,1
people,relation,1
