death,one,5
death,covid,58
death,week,3
death,france,3
death,toll,27
death,surpass,6
death,mark,6
death,make,4
death,country,21
death,third,5
death,reach,3
death,health,10
death,authority,2
death,world,6
death,organization,3
death,concern,1
death,rise,4
death,new,8
death,infection,1
death,wave,2
death,virus,6
death,across,5
death,brazil,33
death,second,8
death,many,1
death,control,1
death,number,12
death,report,26
death,coronavirus,3
death,close,2
death,continue,1
death,director,3
death,general,3
death,warn,1
death,global,1
death,case,15
death,public,1
death,follow,1
death,three,1
death,month,2
death,reopen,1
death,record,16
death,low,4
death,daily,16
death,since,5
death,study,2
death,find,2
death,distribute,2
death,high,12
death,area,2
death,surge,4
death,people,8
death,ministry,4
death,data,1
death,show,2
death,take,3
death,say,4
death,order,1
death,despite,1
death,million,11
death,also,1
death,india,4
death,expert,1
death,due,1
death,first,6
death,south,1
death,african,1
death,variant,1
death,part,1
death,region,1
death,effort,1
death,old,1
death,city,1
death,register,5
death,pandemic,6
death,far,2
death,year,6
death,last,8
death,government,2
death,president,1
death,would,1
death,pass,4
death,confirm,2
death,behind,2
death,russia,1
death,hard,1
death,hit,3
death,top,4
death,start,1
death,restriction,1
death,hour,8
death,nearly,1
death,care,1
death,face,1
death,chile,4
death,another,4
death,day,9
death,national,10
death,bring,10
death,accord,1
death,office,1
death,time,1
death,total,4
death,africa,1
death,disease,2
death,today,2
death,risk,2
death,original,2
death,vaccinate,2
death,set,3
death,increase,2
death,percent,2
death,march,2
death,see,1
one,covid,46
one,week,3
one,million,19
one,receive,16
one,least,11
one,dose,11
one,vaccine,22
one,drug,2
one,develop,2
one,pandemic,9
one,many,3
one,administer,1
one,dos,9
one,day,11
one,adult,1
one,country,6
one,end,2
one,care,2
one,people,8
one,surpass,5
one,case,14
one,france,2
one,third,2
one,report,10
one,vaccination,1
one,first,11
one,time,2
one,accord,8
one,news,6
one,data,2
one,release,2
one,increase,2
one,high,2
one,daily,1
one,month,2
one,test,1
one,spread,1
one,brazil,6
one,safe,1
one,reopen,2
one,school,1
one,state,4
one,last,3
one,chile,5
one,border,2
one,start,1
one,coronavirus,8
one,variant,6
one,health,8
one,official,2
one,say,2
one,south,2
one,africa,2
one,could,2
one,also,3
one,see,5
one,local,4
one,authority,2
one,expert,2
one,origin,1
one,region,2
one,arrive,2
one,help,2
one,record,4
one,new,12
one,overseas,2
one,register,3
one,china,5
one,province,4
one,mark,2
one,year,10
one,since,4
one,prime,1
one,minister,1
one,johnson,3
one,announce,1
one,set,3
one,government,1
one,purchase,1
one,produce,1
one,march,1
one,talk,1
one,another,1
one,national,3
one,shot,6
one,give,2
one,confirm,4
one,city,6
one,commission,1
one,population,3
one,face,1
one,supply,1
one,early,1
one,total,3
one,around,1
one,approve,1
one,number,2
one,bring,1
one,virus,2
one,today,5
one,reach,1
one,world,1
one,organization,1
one,office,1
one,hit,2
one,hard,2
one,resident,1
one,work,1
one,life,1
one,take,1
one,toll,1
one,yunnan,1
one,restriction,2
one,infection,2
one,disease,1
one,jab,1
one,continue,1
one,hospital,1
one,due,1
one,close,1
one,place,1
one,president,1
one,donation,1
one,hour,1
one,use,1
one,despite,1
one,safety,1
covid,week,30
covid,receive,118
covid,first,119
covid,dose,48
covid,vaccine,524
covid,announce,22
covid,government,38
covid,people,92
covid,daily,29
covid,total,21
covid,jab,30
covid,give,18
covid,far,10
covid,close,11
covid,administer,57
covid,hour,19
covid,accord,56
covid,data,30
covid,would,6
covid,like,8
covid,see,26
covid,health,126
covid,continue,12
covid,restriction,18
covid,pandemic,103
covid,around,7
covid,million,140
covid,least,11
covid,drug,7
covid,develop,36
covid,take,19
covid,country,124
covid,head,6
covid,life,17
covid,say,126
covid,public,9
covid,expert,21
covid,virus,22
covid,many,14
covid,care,8
covid,brazil,58
covid,find,19
covid,amid,23
covid,get,23
covid,france,9
covid,toll,23
covid,surpass,12
covid,mark,5
covid,make,27
covid,third,22
covid,reach,8
covid,talk,8
covid,use,51
covid,authority,16
covid,school,11
covid,follow,13
covid,increase,12
covid,infection,33
covid,nation,7
covid,set,7
covid,group,13
covid,vaccination,46
covid,approve,34
covid,inoculation,4
covid,age,21
covid,world,61
covid,organization,27
covid,concern,8
covid,rise,20
covid,new,124
covid,wave,10
covid,across,23
covid,africa,31
covid,dos,104
covid,china,243
covid,hit,17
covid,office,9
covid,case,140
covid,march,17
covid,high,25
covid,second,48
covid,control,27
covid,vaccinate,35
covid,warn,10
covid,large,9
covid,mass,10
covid,day,52
covid,asian,13
covid,community,7
covid,fight,17
covid,two,27
covid,impact,9
covid,place,5
covid,test,32
covid,positive,16
covid,long,7
covid,ambassador,9
covid,official,27
covid,become,13
covid,end,15
covid,show,33
covid,donate,29
covid,inoculate,14
covid,top,9
covid,year,46
covid,south,19
covid,batch,90
covid,arrive,49
covid,capital,18
covid,firm,8
covid,base,13
covid,adult,8
covid,india,10
covid,city,50
covid,report,114
covid,thousand,9
covid,part,14
covid,prime,17
covid,minister,36
covid,spread,12
covid,despite,7
covid,border,7
covid,state,45
covid,news,14
covid,watch,14
covid,confirm,26
covid,director,9
covid,general,8
covid,global,22
covid,three,11
covid,month,17
covid,reopen,16
covid,record,30
covid,low,14
covid,since,29
covid,center,19
covid,disease,12
covid,prevention,17
covid,face,11
covid,surge,17
covid,study,18
covid,distribute,8
covid,area,8
covid,help,22
covid,register,28
covid,recommend,5
covid,open,10
covid,late,12
covid,work,12
covid,foreign,18
covid,ministry,20
covid,province,20
covid,hard,10
covid,risk,15
covid,shipment,23
covid,bring,24
covid,clinical,15
covid,trial,30
covid,number,34
covid,president,52
covid,overseas,18
covid,purchase,17
covid,national,62
covid,immunization,13
covid,company,26
covid,could,7
covid,blood,18
covid,clot,14
covid,drive,10
covid,order,6
covid,share,7
covid,economy,14
covid,emergency,31
covid,population,14
covid,hospital,6
covid,recover,10
covid,old,8
covid,nearly,11
covid,institute,13
covid,economic,8
covid,african,12
covid,variant,23
covid,medical,8
covid,supply,10
covid,percent,12
covid,start,31
covid,international,12
covid,travel,9
covid,child,9
covid,united,9
covid,behind,9
covid,today,1
covid,safety,8
covid,produce,12
covid,airport,9
covid,chile,25
covid,link,10
covid,original,7
covid,medicine,5
covid,agency,17
covid,possible,11
covid,due,26
covid,effect,10
covid,resident,9
covid,commission,22
covid,lead,10
covid,coronavirus,11
covid,worker,7
covid,include,14
covid,move,6
covid,eligible,6
covid,may,15
covid,region,12
covid,call,11
covid,effort,8
covid,local,18
covid,medium,8
covid,time,11
covid,johnson,18
covid,senior,10
covid,certificate,5
covid,yunnan,16
covid,release,12
covid,campaign,14
covid,anti,9
covid,effective,18
covid,four,11
covid,safe,8
covid,last,20
covid,single,13
covid,phase,15
covid,production,4
covid,shanghai,8
covid,origin,24
covid,joint,14
covid,shot,17
covid,russia,13
covid,animal,12
covid,cambodia,8
covid,measure,17
covid,home,9
covid,provide,8
covid,efficacy,6
covid,pass,9
covid,also,7
covid,another,10
covid,military,8
covid,launch,9
covid,pharmaceutical,13
covid,early,6
covid,back,8
covid,aid,8
covid,issue,7
covid,begin,11
covid,goal,5
covid,donation,7
covid,hand,10
covid,export,9
covid,beijing,15
covid,khan,9
covid,regulator,2
covid,live,9
covid,program,4
week,talk,1
week,use,4
week,case,7
week,march,2
week,high,1
week,second,2
week,people,5
week,test,1
week,positive,1
week,two,3
week,day,5
week,long,2
week,administer,1
week,million,4
week,dos,1
week,vaccine,16
week,adult,2
week,country,7
week,receive,2
week,least,2
week,dose,1
week,end,1
week,batch,1
week,purchase,1
week,follow,1
week,first,4
week,shipment,2
week,national,1
week,immunization,1
week,open,1
week,public,2
week,vaccination,1
week,company,2
week,work,1
week,health,5
week,center,1
week,help,1
week,get,1
week,vaccinate,1
week,start,4
week,three,4
week,bring,1
week,continue,3
week,safety,3
week,amid,1
week,new,1
week,nearly,4
week,child,1
week,trial,1
week,include,1
week,possible,1
week,virus,2
week,restriction,3
week,government,3
week,say,6
week,late,2
week,president,1
week,announce,1
week,school,1
week,travel,1
week,home,1
week,mark,1
week,last,7
week,report,8
week,accord,1
week,local,2
week,medium,2
week,produce,1
week,china,3
week,arrive,3
week,official,1
week,toll,1
week,rise,3
week,number,2
week,top,1
week,origin,1
week,may,2
week,release,1
week,another,2
week,prime,1
week,minister,3
week,low,2
week,back,2
week,pandemic,4
week,state,1
week,order,2
week,agency,1
week,make,1
week,become,2
week,world,2
week,since,2
week,share,2
week,global,2
week,despite,3
week,measure,1
week,four,2
week,area,1
week,begin,1
week,surge,3
week,safe,2
week,effective,2
week,infection,2
week,original,3
week,year,4
week,due,2
week,eligible,1
week,move,1
week,give,1
week,jab,1
week,age,2
week,old,2
week,ministry,1
receive,first,55
receive,dose,50
receive,vaccine,171
receive,announce,2
receive,government,8
receive,people,25
receive,daily,3
receive,million,27
receive,least,12
receive,drug,4
receive,develop,11
receive,china,50
receive,ambassador,8
receive,official,9
receive,country,21
receive,jab,24
receive,administer,2
receive,dos,21
receive,day,10
receive,adult,4
receive,end,3
receive,group,3
receive,city,4
receive,help,2
receive,register,4
receive,second,20
receive,batch,35
receive,health,19
