fill,street,3
fill,old,2
fill,city,2
fill,month,3
fill,covid,14
fill,restriction,2
fill,pandemic,2
fill,say,5
fill,test,1
fill,positive,1
fill,well,1
fill,win,1
fill,special,1
fill,election,1
fill,late,1
fill,die,1
fill,first,1
fill,woman,1
fill,state,1
fill,hospital,2
fill,may,2
fill,care,2
fill,prepare,1
fill,get,4
fill,nod,4
fill,dos,5
fill,per,4
fill,vial,4
fill,vaccine,7
fill,emergency,1
fill,third,1
fill,case,1
fill,rise,1
fill,bed,1
fill,johnson,4
fill,find,2
fill,problem,2
fill,batch,4
fill,drug,2
fill,produce,2
fill,stage,2
fill,million,1
street,old,3
street,city,2
street,month,4
street,covid,10
street,restriction,2
street,pandemic,4
street,beach,2
street,official,2
street,extend,2
street,curfew,2
street,least,1
street,another,1
street,week,1
street,decision,1
street,follow,1
street,spring,2
street,gather,2
street,thousand,2
street,fight,1
street,refuse,1
street,wear,1
street,mask,2
street,breaking,1
street,set,1
street,announce,1
street,hard,1
street,party,1
street,without,1
street,social,1
street,johnson,8
street,seek,4
street,help,4
street,three,4
street,rival,4
street,vaccine,4
street,maker,4
street,look,4
street,report,8
street,blood,4
street,clot,4
street,decline,4
street,cite,4
street,source,4
street,agree,4
street,accord,4
street,federal,1
street,regulator,1
street,say,1
street,win,1
street,relief,1
street,big,1
street,hop,1
street,prepare,1
street,patient,1
street,know,1
street,doctor,1
street,treat,1
street,grow,1
street,number,1
street,drive,1
street,country,1
street,economy,1
street,medical,1
street,staff,1
street,barcelona,1
street,roll,1
street,year,2
street,across,1
street,hospital,1
street,bed,1
street,first,1
street,almost,1
street,four,1
street,intensive,1
street,care,1
street,due,1
street,end,1
street,low,1
street,hit,1
street,rise,1
street,fresh,1
street,worry,1
street,coronavirus,1
street,one,1
street,see,1
street,people,1
old,city,3
old,month,9
old,covid,43
old,restriction,2
old,pandemic,2
old,vaccinate,8
old,year,36
old,single,3
old,shot,6
old,johnson,6
old,vaccine,38
old,say,19
old,effective,4
old,child,6
old,attend,1
old,mount,1
old,amid,1
old,picture,1
old,age,7
old,receive,11
old,least,4
old,one,6
old,dose,6
old,rate,1
old,new,5
old,vaccination,5
old,among,2
old,group,5
old,slow,1
old,expert,1
old,worry,1
old,could,1
old,population,1
old,elderly,1
old,watch,1
old,young,4
old,get,7
old,three,2
old,drive,2
old,many,5
old,number,2
old,death,2
old,day,3
old,average,2
old,homeless,2
old,leave,2
old,priority,2
old,coronavirus,9
old,even,3
old,state,11
old,shift,2
old,eligibility,4
old,supply,7
old,increase,2
old,agency,1
old,show,2
old,people,12
old,black,1
old,african,1
old,far,1
old,less,1
old,way,3
old,virus,1
old,great,1
old,urge,1
old,home,4
old,resident,3
old,second,5
old,jab,2
old,surprise,2
old,visit,2
old,italy,4
old,official,2
old,call,2
old,push,2
old,success,2
old,woman,4
old,stand,2
old,hospital,7
old,staff,2
old,recover,3
old,time,5
old,doctor,2
old,suffer,2
old,complication,2
old,expect,2
old,adult,2
old,condition,2
old,risk,2
old,severe,2
old,take,1
old,two,3
old,week,3
old,pause,1
old,gathering,1
old,return,1
old,analysis,3
old,nearly,1
old,since,1
old,worker,3
old,contract,3
old,last,2
old,march,3
old,lose,1
old,life,1
old,york,2
old,yet,2
old,announce,2
old,open,2
old,may,2
old,accord,3
old,hundred,1
old,family,2
old,delay,1
old,spring,1
old,still,3
old,wait,2
old,report,1
old,eligible,2
old,allow,4
old,start,2
old,offer,2
old,everyone,2
old,demand,2
old,rare,3
old,common,3
old,study,5
old,first,8
old,trial,5
old,company,4
old,clinical,2
old,canada,2
old,felt,2
old,control,1
old,part,1
old,make,4
old,friend,1
old,compare,1
old,immune,1
old,find,3
old,strong,1
old,antibody,5
old,response,5
old,scientist,1
old,test,2
old,positive,2
old,surge,2
old,safe,4
old,produce,4
old,seek,2
old,approval,2
old,need,1
old,intensive,2
old,care,2
old,small,1
old,treat,1
old,medical,2
old,lack,1
old,join,1
old,grow,1
old,bed,3
old,die,1
old,barcelona,1
old,roll,1
old,across,1
old,almost,1
old,four,1
old,due,1
old,patient,1
old,well,1
old,look,2
old,forward,2
old,back,2
old,club,2
old,social,2
old,long,2
old,experience,1
old,symptom,2
old,like,2
old,ever,1
old,hit,1
old,continue,1
old,face,1
old,thousand,1
old,know,1
old,majority,1
old,protect,1
old,six,1
old,pay,2
old,high,2
old,price,2
old,limit,2
old,become,1
old,person,1
city,month,2
city,covid,26
city,restriction,3
city,pandemic,6
city,health,3
city,expert,2
city,south,1
city,korea,1
city,warn,2
city,potential,1
city,fourth,1
city,wave,3
city,case,7
city,spread,4
city,dozen,1
city,region,1
city,body,3
city,victim,3
city,leave,2
city,government,4
city,hospital,2
city,emerge,2
city,india,3
city,country,7
city,report,4
city,world,1
city,high,2
city,daily,1
city,coronavirus,4
city,infection,2
city,new,4
city,australia,1
city,third,1
city,big,1
city,head,1
city,three,1
city,day,3
city,attend,1
city,mount,1
city,amid,1
city,picture,2
city,human,2
city,help,3
city,keep,1
city,get,2
city,virus,4
city,update,1
city,surpass,1
city,million,1
city,death,1
city,homeless,1
city,shot,2
city,close,1
city,hit,2
city,thailand,1
city,coverage,1
city,without,2
city,many,3
city,authority,1
city,approve,1
city,tell,2
city,family,2
city,least,1
city,people,4
city,fight,1
city,hard,1
city,become,1
city,national,1
city,much,1
city,progress,1
city,say,6
city,line,1
city,border,4
city,fresh,1
city,outbreak,3
city,begin,2
city,five,1
city,drive,1
city,vaccinate,1
city,population,2
city,blow,1
city,one,5
city,seven,2
city,worker,1
city,pope,1
city,order,1
city,pay,1
city,see,2
city,employee,1
city,emergency,1
city,impact,1
city,source,1
city,state,4
city,german,1
city,join,1
city,suspend,2
city,use,3
city,hong,2
city,vaccination,2
city,batch,1
city,vaccine,6
city,hundred,1
city,test,2
city,positive,1
city,food,3
city,delivery,1
city,service,1
city,take,1
city,home,1
city,protest,1
city,break,1
city,night,1
city,late,1
city,curfew,2
city,effect,1
city,due,1
city,spike,2
city,private,1
city,sale,1
city,large,3
city,remain,2
city,resident,1
city,area,1
city,price,1
city,beyond,1
city,show,2
city,member,1
city,party,3
city,france,1
city,prompt,1
city,launch,2
city,investigation,2
city,massive,1
city,crowd,3
city,arrive,1
city,religious,1
city,even,1
city,could,1
city,cause,1
city,surge,1
city,second,1
city,make,1
city,follow,1
city,office,1
city,year,2
city,behind,1
city,bar,1
city,york,1
city,bill,1
city,commission,1
city,address,1
city,beach,4
city,announce,4
city,temporarily,2
city,halt,2
city,concern,2
city,visit,2
city,struggle,1
city,prime,1
city,minister,1
city,chief,2
city,site,1
city,support,1
city,elderly,1
city,receive,3
city,thousand,2
city,center,2
