Id,Label,Weight
5g,5g,1.1582460595754454e-07
abandon,abandon,0.0005449576506911221
abate,abate,0.0002769560035248692
abide,abide,0.0005444504988631528
ability,ability,0.00013289131714396126
able,able,0.00012156005439592195
abortion,abortion,0.0002656540761105695
abroad,abroad,1.2579483143714155e-07
abrupt,abrupt,1.2389552179041588e-07
abruptly,abruptly,0.0001322154493567732
absence,absence,0.00036920732383931526
absentee,absentee,0.0003691985181100665
absolutely,absolutely,0.0002797228801966185
absorb,absorb,0.0007383894451415717
abundance,abundance,1.2507158009772733e-07
abuse,abuse,0.0011431346835918668
abuzz,abuzz,1.3657891121823684e-07
abyss,abyss,0.0005105991940990861
academy,academy,1.1688757938239214e-07
accelerate,accelerate,0.0001637835167144627
acceleration,acceleration,0.00018465886386479722
accept,accept,0.0001954928410404271
access,access,0.0002475601434980261
accessibility,accessibility,1.086380591960471e-07
accident,accident,0.0003319663399740497
accompany,accompany,1.3107484242662147e-07
accord,accord,0.00019142700101462787
accordingly,accordingly,0.00034004741829273287
account,account,0.00013098552878561934
accountable,accountable,0.000428118627310986
accounting,accounting,0.00029487860146760146
accumulate,accumulate,0.0003320844573949601
accurate,accurate,0.0005537493896625254
accuse,accuse,0.0005046681673102036
achieve,achieve,1.3961552031460294e-07
acknowledge,acknowledge,0.000374853169716555
acoustic,acoustic,7.51001054080656e-08
acquire,acquire,0.0006320911456698799
acre,acre,0.0006042314296828262
across,across,0.00022847753522801687
act,act,0.00034511761100896416
action,action,0.00023300523057035477
activate,activate,1.124647235619795e-07
active,active,0.00014976253962523459
actively,actively,0.00030151155636913633
activist,activist,0.0006622048082583105
activity,activity,8.235858076970833e-05
actual,actual,9.207125614559387e-08
actually,actually,0.0002690568339406482
acute,acute,0.0006320550734810398
ad,ad,0.0002849813298367703
adapt,adapt,8.235188382170287e-08
add,add,0.00026864083871382035
added,added,0.000663962654493967
addiction,addiction,0.0006320977025062115
addition,addition,1.1375458301332336e-07
additional,additional,0.00038450229026665766
address,address,4.104402186525329e-05
adjacent,adjacent,8.64253751782085e-08
adjust,adjust,1.063697046875119e-07
administer,administer,1.2173380606528036e-07
administration,administration,0.00016919213837042815
administrator,administrator,0.0006480647766191906
admiral,admiral,1.0822785509824306e-07
admire,admire,1.0676366970778483e-07
admission,admission,1.236494760144277e-07
admit,admit,1.1453143250738793e-07
adopt,adopt,1.0529567786560604e-07
adult,adult,0.00013929174319994304
advance,advance,1.0514905429329955e-07
advanced,advanced,0.00021077325937059
advantage,advantage,1.3671747615829995e-07
adventure,adventure,7.912045914116803e-08
adversary,adversary,0.0007807422151121584
adverse,adverse,0.0003319663399740497
advertisement,advertisement,0.00034927340425665293
advice,advice,0.00046681306589758904
advise,advise,0.00013555550619134731
adviser,adviser,0.00010283753418584106
advisor,advisor,0.0004657288532803372
advisory,advisory,0.0001279028899145469
advocacy,advocacy,0.0003586109564650972
advocate,advocate,0.0003280614594107097
aero,aero,0.0004302768630745576
aerosol,aerosol,9.843099444517942e-08
aesthetic,aesthetic,4.965753095787328e-08
afar,afar,0.0008453798013327155
affair,affair,6.78276597325396e-05
affect,affect,0.00022281822592465714
affected,affected,0.00047409852536166075
afloat,afloat,1.0911876072601267e-07
afoul,afoul,0.0003022341097264763
afraid,afraid,0.0011602117422545711
africa,africa,0.00041903688500603543
african,african,0.0002518740400639037
aftermath,aftermath,0.0017128179547319072
afternoon,afternoon,0.00014462307845839283
afterward,afterward,0.0003798388841127905
age,age,0.00039399950878839793
agency,agency,9.516507650623196e-05
agenda,agenda,8.377025444931446e-05
agent,agent,5.761132145317588e-08
aggression,aggression,0.0015176008832307572
aggressive,aggressive,0.0003691980258861476
ago,ago,0.00015568881163020355
agonize,agonize,0.0006984549795201171
agree,agree,0.00015524395113263072
agreed,agreed,1.3217028214032402e-07
agreement,agreement,0.00015346982132846362
