Id,Label,Weight
abandon,abandon,0.001110914744845557
ability,ability,0.00026239466259196084
able,able,0.000610631226858214
abortion,abortion,2.9589761785697567e-07
abroad,abroad,0.00035801775699009883
absence,absence,0.0003892028473970773
absolutely,absolutely,2.2596053286942709e-07
abundance,abundance,2.7197412860743836e-07
abuse,abuse,0.0005120224120842127
academically,academically,0.0005639345432555425
accelerate,accelerate,0.00015490648638818435
accelerated,accelerated,0.0005640207881814002
acceleration,acceleration,3.306255817652658e-07
accept,accept,0.0002505306047638182
acceptable,acceptable,0.0004907892062366422
acceptance,acceptance,2.749440929830555e-07
access,access,0.0002062158280256866
accessible,accessible,2.689799393738557e-07
accommodate,accommodate,4.760615214714233e-07
accord,accord,0.00022818117596574655
accordance,accordance,0.0006632167194699847
account,account,0.00029984083035282345
accountability,accountability,0.0017792914912102154
accuracy,accuracy,2.05077293805861e-07
accurate,accurate,2.628379940508532e-07
accusation,accusation,2.6959577420916626e-07
accuse,accuse,0.00028789232194956254
achieve,achieve,0.0003966151175004406
achievement,achievement,2.831783896737655e-07
acquire,acquire,0.000434278011630597
across,across,0.0003995601509049343
act,act,0.00045469407965603183
action,action,0.00014339174036765784
active,active,0.001925155951815632
activist,activist,1.9038460644730287e-07
activity,activity,0.00028099588004870966
actor,actor,3.0152351372215843e-07
actually,actually,0.0003580824279072322
ad,ad,3.14786670398072e-07
adapt,adapt,0.0002562265406886914
add,add,0.00039649844390466933
addiction,addiction,0.0013841840843820308
addition,addition,0.00043324800155570604
additional,additional,0.0002521359456169459
additionally,additionally,4.4013066922607643e-07
address,address,0.0004520068311415859
adjust,adjust,3.2491203080696953e-07
administer,administer,0.0002048375015072777
administration,administration,0.00031172683232050187
admire,admire,3.9533760020523155e-07
admission,admission,0.001287568131596233
admit,admit,2.917099402281364e-07
adolescent,adolescent,2.870823759477338e-07
adopt,adopt,3.3627297971673544e-07
adoption,adoption,3.688744691501448e-07
adult,adult,0.00028165797232236893
advance,advance,0.00018810593648623225
advanced,advanced,3.244070088981184e-07
advantage,advantage,2.790655889796292e-07
adversity,adversity,0.0009810540851238473
advice,advice,0.000605175449604763
advise,advise,2.6730343189201317e-07
adviser,adviser,6.888552244951432e-05
advisor,advisor,2.5282828371050006e-07
advisory,advisory,0.000110337696189759
advocate,advocate,0.00022124293033351316
aerial,aerial,2.2571027959603928e-07
affair,affair,0.0005369277900859108
affect,affect,0.00039492015707008317
affirmation,affirmation,1.9317089055648757e-07
affordable,affordable,2.775937255656414e-07
afloat,afloat,2.174637785961575e-07
afraid,afraid,0.0017025912249950832
africa,africa,0.00019029799087752386
african,african,0.00020922526451349672
afterward,afterward,3.862947618612915e-07
age,age,0.0002635544813864275
aged,aged,2.9234839326695693e-07
agency,agency,0.00036823837305822435
agent,agent,3.8244618439353173e-07
aggravate,aggravate,0.002314609129239321
aggressive,aggressive,0.0007509605400428752
aggressively,aggressively,0.0009021469817434008
ago,ago,0.00037571107187198035
agree,agree,6.798536147681682e-05
agricultural,agricultural,0.001326011656746957
agriculture,agriculture,2.483927069898641e-07
ahead,ahead,0.0001743092986244295
aid,aid,0.00045306528689437094
aide,aide,3.821400461116761e-07
aim,aim,0.000471128082983341
air,air,0.0005007544301934447
aircraft,aircraft,0.0005369611342136264
aire,aire,3.3816954887491395e-07
airport,airport,3.194817414021748e-07
