created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,is_quote_status,quote_count,reply_count,retweet_count,favorite_count,entities,favorited,retweeted,filter_level,lang,matching_rules,extended_tweet,possibly_sensitive
Fri Apr 16 18:30:06 +0000 2021,1383125566006628352,1383125566006628352,RT @APFactCheck: A child in a photo with President Joe Biden was misidentified on social media as George Floyd’s son. Misinformation also s…,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",False,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,"{'created_at': 'Fri Apr 16 17:09:09 +0000 2021', 'id': 1383105192850296844, 'id_str': '1383105192850296844', 'text': 'A child in a photo with President Joe Biden was misidentified on social media as George Floyd’s son. Misinformation… https://t.co/jTOYu59zHh', 'source': '<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>', 'truncated': True, 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 407464670, 'id_str': '407464670', 'name': 'AP Fact Check', 'screen_name': 'APFactCheck', 'location': 'Global', 'url': 'https://apnews.com/hub/ap-fact-check', 'description': 'Fact-checking, accountability journalism and misinformation coverage from @AP journalists around the globe. Getting the facts right since 1846. FactCheck@ap.org', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 56658, 'friends_count': 12, 'listed_count': 1139, 'favourites_count': 0, 'statuses_count': 1115, 'created_at': 'Tue Nov 08 03:32:19 +0000 2011', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/951577725566844933/BGgxuZhv_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/951577725566844933/BGgxuZhv_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/407464670/1516202244', 'default_profile': True, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'extended_tweet': {'full_text': 'A child in a photo with President Joe Biden was misidentified on social media as George Floyd’s son. Misinformation also spread online about an enzyme used in COVID-19 vaccine research. Get the facts from AP’s Not Real News. https://t.co/oxvfLFNMUO', 'display_text_range': [0, 248], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/oxvfLFNMUO', 'expanded_url': 'http://apne.ws/ivaWQ4o', 'display_url': 'apne.ws/ivaWQ4o', 'indices': [225, 248]}], 'user_mentions': [], 'symbols': []}}, 'quote_count': 6, 'reply_count': 7, 'retweet_count': 49, 'favorite_count': 119, 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/jTOYu59zHh', 'expanded_url': 'https://twitter.com/i/web/status/1383105192850296844', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'filter_level': 'low', 'lang': 'en'}",False,0,0,0,0,"{'hashtags': [], 'urls': [], 'user_mentions': [{'screen_name': 'APFactCheck', 'name': 'AP Fact Check', 'id': 407464670, 'id_str': '407464670', 'indices': [3, 15]}], 'symbols': []}",False,False,low,en,[{'tag': None}],,
Fri Apr 16 11:01:05 +0000 2021,1383012564083351553,1383012564083351553,"Virus Update:
• China ramps up vaccination drive with free eggs, other goods;
• Shortage of intubation drugs threat… https://t.co/KQmivWtQRX","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,3,6,28,55,"{'hashtags': [], 'urls': [{'url': 'https://t.co/KQmivWtQRX', 'expanded_url': 'https://twitter.com/i/web/status/1383012564083351553', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'Virus Update:\n• China ramps up vaccination drive with free eggs, other goods;\n• Shortage of intubation drugs threatens Brazil health sector;\n• Amid hesitancy, Louisiana gets creative in vaccine outreach. https://t.co/facqvpieYY', 'display_text_range': [0, 227], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/facqvpieYY', 'expanded_url': 'http://apne.ws/b2tqNN0', 'display_url': 'apne.ws/b2tqNN0', 'indices': [204, 227]}], 'user_mentions': [], 'symbols': []}}",False
Fri Apr 16 10:18:40 +0000 2021,1383001892008124419,1383001892008124419,"The chief executive of Serum Institute of India, the world’s largest maker of vaccines and a critical supplier of t… https://t.co/vL3lbqn2Hh","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,17,10,84,192,"{'hashtags': [], 'urls': [{'url': 'https://t.co/vL3lbqn2Hh', 'expanded_url': 'https://twitter.com/i/web/status/1383001892008124419', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'The chief executive of Serum Institute of India, the world’s largest maker of vaccines and a critical supplier of the U.N.-backed COVAX facility, asks President Biden to lift the U.S. embargo on exporting raw materials needed to make the the jabs. https://t.co/mt3y11bcOI', 'display_text_range': [0, 271], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/mt3y11bcOI', 'expanded_url': 'http://apne.ws/rO2vzJd', 'display_url': 'apne.ws/rO2vzJd', 'indices': [248, 271]}], 'user_mentions': [], 'symbols': []}}",False
Fri Apr 16 04:17:43 +0000 2021,1382911057451225088,1382911057451225088,China’s success at controlling the coronavirus outbreak has resulted in a population that has seemed almost relucta… https://t.co/OYy0b0BlNX,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,20,45,41,113,"{'hashtags': [], 'urls': [{'url': 'https://t.co/OYy0b0BlNX', 'expanded_url': 'https://twitter.com/i/web/status/1382911057451225088', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'China’s success at controlling the coronavirus outbreak has resulted in a population that has seemed almost reluctant to get vaccinated. Now it is accelerating its inoculation campaign by offering incentives. https://t.co/Uy3wqovT6I', 'display_text_range': [0, 232], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/Uy3wqovT6I', 'expanded_url': 'http://apne.ws/W0qiPRd', 'display_url': 'apne.ws/W0qiPRd', 'indices': [209, 232]}], 'user_mentions': [], 'symbols': []}}",False
Thu Apr 15 20:01:05 +0000 2021,1382786074997571584,1382786074997571584,The U.S. is opening more distance between itself and much of the rest of the world in the race against the coronavi… https://t.co/ahYPzxVDfF,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,11,39,57,199,"{'hashtags': [], 'urls': [{'url': 'https://t.co/ahYPzxVDfF', 'expanded_url': 'https://twitter.com/i/web/status/1382786074997571584', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'The U.S. is opening more distance between itself and much of the rest of the world in the race against the coronavirus. The U.S. has administered almost 200 million vaccine doses as other countries struggle with stubbornly high infection rates and deaths. https://t.co/p0ANVUDO5P', 'display_text_range': [0, 279], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/p0ANVUDO5P', 'expanded_url': 'http://apne.ws/b9Wec6m', 'display_url': 'apne.ws/b9Wec6m', 'indices': [256, 279]}], 'user_mentions': [], 'symbols': []}}",False
Thu Apr 15 15:03:12 +0000 2021,1382711110571294722,1382711110571294722,"What is a COVID-19 vaccine passport, and will I need one? It’s documentation that you were vaccinated, and could ma… https://t.co/cVoQaFxGf5","<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,11,43,31,92,"{'hashtags': [], 'urls': [{'url': 'https://t.co/cVoQaFxGf5', 'expanded_url': 'https://twitter.com/i/web/status/1382711110571294722', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'What is a COVID-19 vaccine passport, and will I need one? It’s documentation that you were vaccinated, and could make it easier for you to take part in certain activities. https://t.co/7iiYmZpntP', 'display_text_range': [0, 195], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/7iiYmZpntP', 'expanded_url': 'http://apne.ws/MyOikoc', 'display_url': 'apne.ws/MyOikoc', 'indices': [172, 195]}], 'user_mentions': [], 'symbols': []}}",False
Thu Apr 15 10:30:12 +0000 2021,1382642403924979712,1382642403924979712,Homeless Americans who have been left off priority lists for coronavirus vaccinations - or even bumped aside as sta… https://t.co/t1UuII9NSa,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,9,19,139,556,"{'hashtags': [], 'urls': [{'url': 'https://t.co/t1UuII9NSa', 'expanded_url': 'https://twitter.com/i/web/status/1382642403924979712', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'Homeless Americans who have been left off priority lists for coronavirus vaccinations - or even bumped aside as states shifted eligibility to older age groups - are finally getting their shots as vaccine supplies increase. https://t.co/vE1zl0DShI', 'display_text_range': [0, 246], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/vE1zl0DShI', 'expanded_url': 'http://apne.ws/nv3lMtj', 'display_url': 'apne.ws/nv3lMtj', 'indices': [223, 246]}], 'user_mentions': [], 'symbols': []}}",False
Thu Apr 15 06:01:03 +0000 2021,1382574672190001152,1382574672190001152,Homeless Americans who have been left off priority lists for coronavirus vaccinations - or even bumped aside as sta… https://t.co/p9A5IhExqk,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,17,20,114,517,"{'hashtags': [], 'urls': [{'url': 'https://t.co/p9A5IhExqk', 'expanded_url': 'https://twitter.com/i/web/status/1382574672190001152', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'Homeless Americans who have been left off priority lists for coronavirus vaccinations - or even bumped aside as states shifted eligibility to older age groups - are finally getting their shots as vaccine supplies increase. https://t.co/8SGn1hCLr7', 'display_text_range': [0, 246], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/8SGn1hCLr7', 'expanded_url': 'http://apne.ws/BwSRHYn', 'display_url': 'apne.ws/BwSRHYn', 'indices': [223, 246]}], 'user_mentions': [], 'symbols': []}}",False
Wed Apr 14 21:53:18 +0000 2021,1382451925388562442,1382451925388562442,Johnson &amp; Johnson’s COVID-19 vaccine will remain in limbo a while longer. U.S. health advisers said they need more… https://t.co/VewwlftHk2,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,11,30,76,125,"{'hashtags': [], 'urls': [{'url': 'https://t.co/VewwlftHk2', 'expanded_url': 'https://twitter.com/i/web/status/1382451925388562442', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [120, 143]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': 'Johnson &amp; Johnson’s COVID-19 vaccine will remain in limbo a while longer. U.S. health advisers said they need more evidence to decide if a handful of exceedingly rare blood clots were linked to the shot — and if so, how big the risk really is. https://t.co/bfRONPju3b', 'display_text_range': [0, 271], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/bfRONPju3b', 'expanded_url': 'http://apne.ws/9NuTr3R', 'display_url': 'apne.ws/9NuTr3R', 'indices': [248, 271]}], 'user_mentions': [], 'symbols': []}}",False
Wed Apr 14 18:31:05 +0000 2021,1382401037122822150,1382401037122822150,U.S. health officials are weighing next steps as they investigate a handful of unusual blood clots in people who re… https://t.co/zR4odPIKDl,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",True,,,,,,"{'id': 51241574, 'id_str': '51241574', 'name': 'The Associated Press', 'screen_name': 'AP', 'location': 'Global', 'url': 'https://apnews.com/', 'description': 'News from The Associated Press, and a taste of the great journalism produced by AP members and customers.', 'translator_type': 'none', 'protected': False, 'verified': True, 'followers_count': 15409577, 'friends_count': 6843, 'listed_count': 102145, 'favourites_count': 3711, 'statuses_count': 306687, 'created_at': 'Fri Jun 26 21:48:52 +0000 2009', 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'profile_background_color': '333333', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_link_color': 'CC3300', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': 'CCCCCC', 'profile_text_color': '333333', 'profile_use_background_image': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/461964160838803457/8z9FImcv_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/51241574/1638483576', 'default_profile': False, 'default_profile_image': False, 'following': None, 'follow_request_sent': None, 'notifications': None, 'withheld_in_countries': []}",,,,,,False,13,24,39,78,"{'hashtags': [], 'urls': [{'url': 'https://t.co/zR4odPIKDl', 'expanded_url': 'https://twitter.com/i/web/status/1382401037122822150', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}], 'user_mentions': [], 'symbols': []}",False,False,low,en,[{'tag': None}],"{'full_text': ""U.S. health officials are weighing next steps as they investigate a handful of unusual blood clots in people who received Johnson &amp; Johnson's COVID-19 vaccine. The reports are exceedingly rare — so far, six cases out of more than 7 million inoculations. https://t.co/K7j6sSx2Hd"", 'display_text_range': [0, 281], 'entities': {'hashtags': [], 'urls': [{'url': 'https://t.co/K7j6sSx2Hd', 'expanded_url': 'http://apne.ws/kvvuG2l', 'display_url': 'apne.ws/kvvuG2l', 'indices': [258, 281]}], 'user_mentions': [], 'symbols': []}}",False
